"doi","title","xml_file","pdf_file","has_jdm_doi","grobid_version","conversion_date","license"
"10.1017/s1930297500006197","Reasons for cooperation and defection in real-world social dilemmas","jdm.jdm14517.xml","jdm.jdm14517.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006422","Gender differences in the endowment effect: Women pay less, but won't accept less","jdm.jdm14521.xml","jdm.jdm14521.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006835","The letter versus the spirit of the law: A lay perspective on culpability","jdm.jdm14605.xml","jdm.jdm14605.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006811","Framing effect in evaluation of others' predictions","jdm.jdm14614.xml","jdm.jdm14614.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006768","Taking the sting out of choice: Diversification of investments","jdm.jdm14622.xml","jdm.jdm14622.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000680x","Public policy for thee, but not for me: Varying the grammatical person of public policy justifications influences their support","jdm.jdm14625a.xml","jdm.jdm14625a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006434","Predecisional information distortion in physicians' diagnostic judgments: Strengthening a leading hypothesis or weakening its competitor?","jdm.jdm14707.xml","jdm.jdm14707.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005143","Cognitive reflection predicts the acceptance of unfair ultimatum game offers","jdm.jdm14715.xml","jdm.jdm14715.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006859","The price of gaining: maximization in decision-making, regret and life satisfaction","jdm.jdm14717a.xml","jdm.jdm14717a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006409","Ostracism and fines in a public goods game with accidental contributions: The importance of punishment type","jdm.jdm14721a.xml","jdm.jdm14721a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005611","The average laboratory samples a population of 7,300 Amazon Mechanical Turk workers","jdm.jdm14725.xml","jdm.jdm14725.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004666","The effectiveness of imperfect weighting in advice taking","jdm.jdm14731.xml","jdm.jdm14731.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006392","Cognitive conflict in social dilemmas: An analysis of response dynamics","jdm.jdm14808.xml","jdm.jdm14808.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003156","Evidence for and against a simple interpretation of the less-is-more effect","jdm.jdm14821.xml","jdm.jdm14821.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003958","Elicitation of normative and fairness judgments: Do incentives matter?","jdm.jdm14925b.xml","jdm.jdm14925b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007026","Are buyers of apartments superstitious? Evidence from the Russian real estate market","jdm.jdm151009.xml","jdm.jdm151009.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007075","Using Tversky's contrast model to investigate how features of similarity affect judgments of likelihood","jdm.jdm151013.xml","jdm.jdm151013.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007555","The tide that lifts all focal boats: Asymmetric predictions of ascent and descent in rankings","jdm.jdm151021.xml","jdm.jdm151021.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005854","Moral judgments of risky choices: A moral echoing effect","jdm.jdm151023b.xml","jdm.jdm151023b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005222","Overconfidence over the lifespan","jdm.jdm151024.xml","jdm.jdm151024.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003065","Asymmetric dominance and the stability of constructed preferences","jdm.jdm151028.xml","jdm.jdm151028.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007622","Investigating an alternate form of the cognitive reflection test","jdm.jdm151029.xml","jdm.jdm151029.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007634","Cognitive reflection as a predictor of susceptibility to behavioral anomalies","jdm.jdm151103.xml","jdm.jdm151103.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003089","Number preferences in lotteries","jdm.jdm151103a.xml","jdm.jdm151103a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000382x","Seeking advice: A sampling approach to advice taking","jdm.jdm151110a.xml","jdm.jdm151110a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003053","Procedural priming of a numerical cognitive illusion","jdm.jdm151119.xml","jdm.jdm151119.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007294","On the generality of the effect of experiencing prior gains and losses on the Iowa Gambling Task: A study on young and old adults","jdm.jdm151216.xml","jdm.jdm151216.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007300","The effect of perceived advantage and disadvantage on the variability and stability of efficacy beliefs","jdm.jdm151230.xml","jdm.jdm151230.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007014","Accounting for reciprocity in negotiation and social exchange","jdm.jdm15129.xml","jdm.jdm15129.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005180","Willingness to test for BRCA1/2 in high risk women: Influenced by risk perception and family experience, rather than by objective or subjective numeracy?","jdm.jdm15201.xml","jdm.jdm15201.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005581","Facing expectations: Those that we prefer to fulfil and those that we disregard","jdm.jdm15204.xml","jdm.jdm15204.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005581","Facing expectations: Those that we prefer to fulfil and those that we disregard","jdm.jdm15204diff.xml","jdm.jdm15204diff.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003806","Enlarging the market yet decreasing the profit: An experimental study of competitive behavior when investment affects the prize","jdm.jdm15302a.xml","jdm.jdm15302a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005131","Reflective liberals and intuitive conservatives: A look at the Cognitive Reflection Test and ideology","jdm.jdm15311.xml","jdm.jdm15311.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004794","Trade-upgrade framing effects: Trades are losses, but upgrades are improvements","jdm.jdm15317.xml","jdm.jdm15317.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005155","Type of army service and decision to engage in risky behavior among young people in Israel","jdm.jdm15320a.xml","jdm.jdm15320a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007580","Predictions on the go: Prevalence of spontaneous spending predictions","jdm.jdm15324a.xml","jdm.jdm15324a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005593","A method to elicit beliefs as most likely intervals","jdm.jdm15402.xml","jdm.jdm15402.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005167","It pays to be nice, but not really nice: Asymmetric reputations from prosociality across 7 countries","jdm.jdm15403.xml","jdm.jdm15403.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000512x","The curious tale of Julie and Mark: Unraveling the moral dumbfounding effect","jdm.jdm15405.xml","jdm.jdm15405.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005246","Choice-justifications after allocating resources in helping dilemmas","jdm.jdm15410.xml","jdm.jdm15410.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000560x","Error Parsing: An alternative method of implementing social judgment theory","jdm.jdm15412a.xml","jdm.jdm15412a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005179","Divergence between individual perceptions and objective indicators of tail risks: Evidence from floodplain residents in New York City","jdm.jdm15415.xml","jdm.jdm15415.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005635","The attraction effect in motor planning decisions","jdm.jdm15420a.xml","jdm.jdm15420a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006616","Boundary effects in the Marschak-Machina triangle","jdm.jdm15517.xml","jdm.jdm15517.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006975","Synergistic effects of voting and enforcement on internalized motivation to cooperate in a resource dilemma","jdm.jdm15529.xml","jdm.jdm15529.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006987","Does telling white lies signal pro-social preferences?","jdm.jdm15612.xml","jdm.jdm15612.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007610","Overlap of accessible information undermines the anchoring effect","jdm.jdm15613a.xml","jdm.jdm15613a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003090","The impact of time limitation: Insights from a queueing experiment","jdm.jdm15615.xml","jdm.jdm15615.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007609","Risky decision making: Testing for violations of transitivity predicted by an editing mechanism","jdm.jdm15615a.xml","jdm.jdm15615a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004575","Process dynamics in delay discounting decisions: An attractor dynamics approach","jdm.jdm15616a.xml","jdm.jdm15616a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007038","Is the call to prayer a call to cooperate? A field experiment on the impact of religious salience on prosocial behavior","jdm.jdm15623.xml","jdm.jdm15623.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005568","Forecasting forecasts: The trend effect","jdm.jdm15624a.xml","jdm.jdm15624a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005544","Cooperative preferences fluctuate across the menstrual cycle","jdm.jdm15701.xml","jdm.jdm15701.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007270","""Isn't everyone like me?"": On the presence of self-similarity in strategic interactions","jdm.jdm15708.xml","jdm.jdm15708.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000704x","Translation, cross-cultural adaptation, and reliability, of the Italian version of the Passive Risk Taking (PRT) Scale","jdm.jdm15717.xml","jdm.jdm15717.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004800","Partner selection supported by opaque reputation promotes cooperative behavior","jdm.jdm15730.xml","jdm.jdm15730.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000557x","Deconstructing the seductive allure of neuroscience explanations","jdm.jdm15731a.xml","jdm.jdm15731a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004551","Not by desire alone: The role of cognitive consistency in the desirability bias","jdm.jdm15802.xml","jdm.jdm15802.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/S0140525X07001653","Prompting deliberation increases base-rate use","jdm.jdm15811.xml","jdm.jdm15811.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007579","The price of not putting a price on love","jdm.jdm15813.xml","jdm.jdm15813.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007592","American attitudes toward nudges","jdm.jdm15824a.xml","jdm.jdm15824a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003107","The Regret Elements Scale: Distinguishing the affective and cognitive components of regret","jdm.jdm15901.xml","jdm.jdm15901.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007002","Introducing money at any time can reduce discounting in intertemporal choices with rewards: An extension of the upfront money effect","jdm.jdm15903.xml","jdm.jdm15903.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000454x","Proportion dominance in valuing lives: The role of deliberative thinking","jdm.jdm15908.xml","jdm.jdm15908.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007567","Why do we overestimate others' willingness to pay?","jdm.jdm15909.xml","jdm.jdm15909.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007282","Post-error recklessness and the hot hand","jdm.jdm15914a.xml","jdm.jdm15914a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006513","Measuring the relative contributions of rule-based and exemplar-based processes in judgment: Validation of a simple model","jdm.jdm15918.xml","jdm.jdm15918.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006999","On the reception and detection of pseudo-profound bullshit","jdm.jdm15923a.xml","jdm.jdm15923a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007646","Bullshit for you; transcendence for me. A commentary on ""On the reception and detection of pseudo-profound bullshit""","jdm.jdm15923ac.xml","jdm.jdm15923ac.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007658","It's still bullshit: Reply to Dalton (2016)","jdm.jdm15923acr.xml","jdm.jdm15923acr.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007269","Backward planning: Effects of planning direction on predictions of task completion time","jdm.jdm16101.xml","jdm.jdm16101.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006677","Further evidence for the memory state heuristic: Recognition latency predictions for binary inferences","jdm.jdm161115b.xml","jdm.jdm161115b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005684","The relationship between cognitive style and political orientation depends on the measures used","jdm.jdm161128a.xml","jdm.jdm161128a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005842","How do individuals evaluate and respond to pro-equality decision makers? It depends on joint outcome and Social Value Orientation","jdm.jdm161202.xml","jdm.jdm161202.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006471","A Bayesian latent mixture model approach to assessing performance in stock-flow reasoning","jdm.jdm161207.xml","jdm.jdm161207.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006288","Order effects in the results of song contests: Evidence from the Eurovision and the New Wave","jdm.jdm16121.xml","jdm.jdm16121.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005908","It's not right but it's permitted: Wording effects in moral judgement","jdm.jdm161212c.xml","jdm.jdm161212c.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500008883","Making good cider out of bad apples -Signaling expectations boosts cooperation among would-be free riders","jdm.jdm161219.xml","jdm.jdm161219.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004538","The effects of surrounding positive and negative experiences on risk taking","jdm.jdm16121b.xml","jdm.jdm16121b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006604","Why choose wisely if you have already paid? Sunk costs elicit stochastic dominance violations","jdm.jdm161220.xml","jdm.jdm161220.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005878","Establishing the relevance of non-compensatory choice algorithms from stated choice surveys -an exploration","jdm.jdm16129.xml","jdm.jdm16129.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007257","On the meaning and measurement of maximization","jdm.jdm16129b.xml","jdm.jdm16129b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003120","The Simple Life: New experimental tests of the recognition heuristic","jdm.jdm16202a.xml","jdm.jdm16202a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003740","Do Europeans like nudges?","jdm.jdm16202b.xml","jdm.jdm16202b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005647","An IRT forecasting model: linking proper scoring rules to item response theory","jdm.jdm16218.xml","jdm.jdm16218.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004526","Downside financial risk is misunderstood","jdm.jdm16222.xml","jdm.jdm16222.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003119","An attempt to clarify the link between cognitive style and political ideology: A non-western replication and extension","jdm.jdm16223a.xml","jdm.jdm16223a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003788","Are neoliberals more susceptible to bullshit?","jdm.jdm16305.xml","jdm.jdm16305.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004770","Contamination without contact: An examination of intention-based contagion","jdm.jdm16308.xml","jdm.jdm16308.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006537","Vulnerable maximizers: The role of decision difficulty","jdm.jdm16316.xml","jdm.jdm16316.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003776","Energy conservation goals: What people adopt, what they recommend, and why","jdm.jdm16326.xml","jdm.jdm16326.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003752","It's personal: The effect of personal value on utilitarian moral judgments","jdm.jdm16428.xml","jdm.jdm16428.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500003764","Hedonic products for you, utilitarian products for me","jdm.jdm16428a.xml","jdm.jdm16428a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006525","How should we measure Americans' perceptions of socio-economic mobility?","jdm.jdm16506b.xml","jdm.jdm16506b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004599","Developing expert political judgment: The impact of training and practice on judgmental accuracy in geopolitical forecasting tournaments","jdm.jdm16511.xml","jdm.jdm16511.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000379x","The persistence of common-ratio effects in multiple-play decisions","jdm.jdm16527.xml","jdm.jdm16527.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004782","Semantic cross-scale numerical anchoring","jdm.jdm16609.xml","jdm.jdm16609.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004587","Representations of moral violations: Category members and associated features","jdm.jdm16609c.xml","jdm.jdm16609c.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005258","Is loss-aversion magnitude-dependent? Measuring prospective affective judgments regarding gains and losses","jdm.jdm16611.xml","jdm.jdm16611.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004605","Anonymity and incentives: An investigation of techniques to reduce socially desirable responding in the Trust Game","jdm.jdm16613.xml","jdm.jdm16613.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006501","Decisions in moral dilemmas: The influence of subjective beliefs in outcome probabilities","jdm.jdm16615.xml","jdm.jdm16615.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004563","Salient nutrition labels increase the integration of health attributes in food decision-making","jdm.jdm16620.xml","jdm.jdm16620.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005209","The relationship between intertemporal choice and following the path of least resistance across choices, preferences, and beliefs","jdm.jdm16710.xml","jdm.jdm16710.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000437x","An exploratory investigation of the impact of evaluation context on ambiguity aversion","jdm.jdm16713.xml","jdm.jdm16713.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004769","The potential relationship between spicy taste and risk seeking","jdm.jdm16714.xml","jdm.jdm16714.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004757","Toward understanding everyday decision making by adults across the autism spectrum","jdm.jdm16810.xml","jdm.jdm16810.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005660","Hold on to it? An experimental analysis of the disposition effect","jdm.jdm16818.xml","jdm.jdm16818.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500004824","The effect of interruption on the decision-making process","jdm.jdm16822.xml","jdm.jdm16822.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/S0140525X13000952","The irrational hungry judge effect revisited: Simulations reveal that the magnitude of the effect is overestimated","jdm.jdm16823.xml","jdm.jdm16823.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005702","Home bias in sport betting: Evidence from Czech betting market","jdm.jdm16824.xml","jdm.jdm16824.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007063","Contamination, association, or social communication: An examination of alternative accounts for contagion effects","jdm.jdm16829b.xml","jdm.jdm16829b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005210","Hierarchical Bayesian modeling of intertemporal choice","jdm.jdm16906.xml","jdm.jdm16906.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005672","Numeracy predicts preference consistency: Deliberative search heuristics increase choice consistency for choices from description and experience","jdm.jdm16912.xml","jdm.jdm16912.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000588x","Is saving lives your task or God's? Religiosity, belief in god, and moral judgment","jdm.jdm16914.xml","jdm.jdm16914.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005714","Memory retrieval processes help explain the incumbency advantage","jdm.jdm16920a.xml","jdm.jdm16920a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005726","How much compensation is too much? An investigation of the effectiveness of financial overcompensation as a means to enhance customer loyalty","jdm.jdm16929.xml","jdm.jdm16929.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006276","The value of vulnerability: The transformative capacity of risky trust","jdm.jdm17101.xml","jdm.jdm17101.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500008834","A new test of the risk-reward heuristic","jdm.jdm171013b.xml","jdm.jdm171013b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007117","Strategies using recent feedback lead to matching or maximising behaviours","jdm.jdm171014.xml","jdm.jdm171014.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500008858","Do the Right Thing: Experimental evidence that preferences for moral behavior, rather than equity or efficiency per se, drive human prosociality","jdm.jdm171107.xml","jdm.jdm171107.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000886x","Learning psychology from riddles: The case of stumpers","jdm.jdm171117.xml","jdm.jdm171117.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007087","The category size bias: A mere misunderstanding","jdm.jdm171128a.xml","jdm.jdm171128a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500008780","Kenneth R. Hammond's contributions to the study of judgment and decision making","jdm.jdm171129a.xml","jdm.jdm171129a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500008809","The opportunity-threat theory of decision-making under risk","jdm.jdm17120.xml","jdm.jdm17120.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500009190","The boundary effect: Perceived post hoc accuracy of prediction intervals","jdm.jdm171211.xml","jdm.jdm171211.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000591x","Perceptions of water systems","jdm.jdm17124.xml","jdm.jdm17124.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006264","When is it appropriate to reprimand a norm violation? The roles of anger, behavioral consequences, violation severity, and social distance","jdm.jdm17127.xml","jdm.jdm17127.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006665","Numerosity and allocation behavior: Insights using the dictator game","jdm.jdm17130.xml","jdm.jdm17130.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006719","Ambiguity and expectation-neglect in dilemmas of interpersonal trust","jdm.jdm17131.xml","jdm.jdm17131.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005891","Moral pluralism on the trolley tracks: Different normative principles are used for different reasons in justifying moral judgments","jdm.jdm17207.xml","jdm.jdm17207.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500009244","Numerate decision makers don't use more effortful strategies unless it pays: A process tracing investigation of skilled and adaptive strategy selection in risky decision making","jdm.jdm17208.xml","jdm.jdm17208.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005830","It's not fair: Folk intuitions about disadvantageous and advantageous inequity aversion","jdm.jdm17215a.xml","jdm.jdm17215a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006239","FFTrees: A toolbox to create, visualize, and evaluate fast-and-frugal decision trees","jdm.jdm17217.xml","jdm.jdm17217.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005866","Better is worse, worse is better: Reexamination of violations of dominance in intertemporal choice","jdm.jdm17223.xml","jdm.jdm17223.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005696","Dual processes and moral conflict: Evidence for deontological reasoners' intuitive utilitarian sensitivity","jdm.jdm17224.xml","jdm.jdm17224.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500005829","To increase engagement, offer less: The effect of assortment size on children's engagement","jdm.jdm17227.xml","jdm.jdm17227.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006483","""I am uncertain"" vs ""It is uncertain"". How linguistic markers of the uncertainty source affect uncertainty communication","jdm.jdm17309.xml","jdm.jdm17309.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006252","Is broad bracketing always better? How broad decision framing leads to more optimal preferences over repeated gambles","jdm.jdm17317.xml","jdm.jdm17317.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006720","A novel approach to studying strategic decisions with eye-tracking and machine learning","jdm.jdm17327.xml","jdm.jdm17327.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s193029750000646x","When your anchor sinks your boat: Information asymmetry in distributive negotiations and the disadvantage of making the first offer","jdm.jdm17327a.xml","jdm.jdm17327a.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500007166","Harbingers of foul play: A field study of gain/loss frames and regulatory fit in the NFL","jdm.jdm17327b.xml","jdm.jdm17327b.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006227","The relationship between crowd majority and accuracy for binary decisions","jdm.jdm17406.xml","jdm.jdm17406.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
"10.1017/s1930297500006240","How generalizable is good judgment? A multi-task, multi-benchmark study","jdm.jdm17408.xml","jdm.jdm17408.pdf",TRUE,"0.8","2026-06-17","CC-BY 4.0"
